Approved symbol	Alias symbol	Previous symbol
PDP1	PDH	PPM2C
PDP1	PPM2A	PPM2C
PDP2	KIAA1348	
PDP2	PPM2C2	
PDP2	PPM2B	
PDPK1	PDK1	
PDPK2P		
PDPN	T1A-2	
PDPN	Gp38	
PDPN	aggrus	
PDPN	GP40	
PDPN	PA2.26	
PDPR	PDP3	
PDRG1	dJ310O13.3	C20orf126
PDS5A	KIAA0648	
PDS5A	PIG54	
PDS5A	SCC-112	
PDS5B	AS3	APRIN
PDS5B	KIAA0979	APRIN
PDS5B	FLJ23236	APRIN
PDS5B	CG008	APRIN
PDSS1	TPT	TPRT
PDSS1	COQ1	TPRT
PDSS1P1		
PDSS1P2		
PDSS2	bA59I9.3	C6orf210
PDX1	IDX-1	IPF1
PDX1	STF-1	IPF1
PDX1	PDX-1	IPF1
PDX1	MODY4	IPF1
PDX1-AS1		
PDXDC1	KIAA0251	
PDXDC2P	DKFZp761H1120	PDXDC2
PDXK	PNK	C21orf97
PDXK	PNK	C21orf124
PDXK	PKH	C21orf97
PDXK	PKH	C21orf124
PDXK	FLJ21324	C21orf97
PDXK	FLJ21324	C21orf124
PDXK	PRED79	C21orf97
PDXK	PRED79	C21orf124
PDXK	FLJ31940	C21orf97
PDXK	FLJ31940	C21orf124
PDXK	MGC15873	C21orf97
PDXK	MGC15873	C21orf124
PDXP	dJ37E16.5	
PDXP	FLJ32703	
PDXP	CIN	
PDYN	PENKB	SCA23
PDYN	ADCA	SCA23
PDZD2	KIAA0300	PDZK3
PDZD3	FLJ22756	PDZK2
PDZD3	IKEPP	PDZK2
PDZD4	KIAA1444	PDZK4
PDZD4	LU1	PDZK4
PDZD4	FLJ34125	PDZK4
PDZD4	PDZRN4L	PDZK4
PDZD7	FLJ23209	PDZK7
PDZD7	bA108L7.8	PDZK7
PDZD8	bA129M16.2	PDZK8
PDZD8	FLJ34427	PDZK8
PDZD9	MGC50721	C16orf65
PDZD11		PDZK11
PDZK1	PDZD1	
PDZK1	NHERF3	
PDZK1IP1	DD96	
PDZK1IP1	MAP17	
PDZK1IP1	SPAP	
PDZK1P1	OTTHUMT00000038524	PDZK1P2
PDZK1P1	OTTHUMG00000074107	PDZK1P2
PDZPH1P		
PDZRN3	KIAA1095	
PDZRN3	SEMACAP3	
PDZRN3	LNX3	
PDZRN3-AS1		
PDZRN4	DKFZp434B0417	
PDZRN4	LNX4	
PDZRN4	FLJ33777	
PDZRN4	IMAGE5767589	
PEA15	HMAT1	
PEA15	MAT1	
PEA15	PED	
PEA15	PEA-15	
PEA15	MAT1H	
PEA15	HUMMAT1H	
PEAK1	KIAA2002	
PEAK1	sgk269	
PEAR1	JEDI	MEGF12
PEAR1	FLJ00193	MEGF12
PEBP1	RKIP	PBP
PEBP1	HCNP	PBP
PEBP1	PEBP	PBP
PEBP1P1		PBPP1
PEBP1P2		
PEBP1P3		
PEBP4	MGC22776	
PEBP4	CORK1	
PEBP4	hPEBP4	
PECAM1	CD31	
PECR	HSA250303	
PECR	TERP	
PECR	SDR29C1	
PEF1	PEF1A	
PEG3	ZKSCAN22	
PEG3	KIAA0287	
PEG3	ZNF904	
PEG3	ZSCAN24	
PEG3-AS1	APEG3	PEG3AS
PEG3-AS1	APEG3	PEG3-AS
PEG3-AS1	NCRNA00155	PEG3AS
PEG3-AS1	NCRNA00155	PEG3-AS
PEG10	KIAA1051	
PEG10	HB-1	
PEG10	MEF3L	
PEG10	RGAG3	
PEG10	Mar2	
PEG10	Mart2	
PEG13		
PELI1		
PELI2		
PELI3	MGC35521	
PELO		
PELP1	MNAR	
PEMT	PEMPT	
PEMT	PEMT2	
PENK		
PEPB		
PEPC		
PEPD		
PEPE		
PER1	RIGUI	PER
PER2	KIAA0347	
PER3		
PERM1	MGC13275	C1orf170
PERM1	RP11-54O7.8	C1orf170
PERM1	Perm1	C1orf170
PERP	PIGPC1	
PERP	dJ496H19.1	
PERP	KCP1	
PERP	THW	
PERP	KRTCAP1	
PES1	PES	
PES1P1		
PES1P2		
PET100		C19orf79
PET117		
PEX1		ZWS1
PEX1		ZWS
PEX2	PMP35	PXMP3
PEX2	PAF-1	PXMP3
PEX2	RNF72	PXMP3
PEX2	ZWS3	PXMP3
PEX3		
PEX5	PTS1R	PXR1
PEX5L	PEX5R	
PEX5L	PXR2	
PEX5L	TRIP8b	
PEX5L-AS1		
PEX5L-AS2		
PEX6	PXAAA1	
PEX6	PAF-2	
PEX7	PTS2R	
PEX7	RD	
PEX10	RNF69	
PEX11A	PEX11-ALPHA	
PEX11A	MGC119947	
PEX11A	MGC138534	
PEX11B		
PEX11G		
PEX12		
PEX12P1		
PEX13		
PEX14		
PEX16		
PEX19	HK33	PXF
PEX19	D1S2223E	PXF
PEX19	PMP1	PXF
PEX19	PMPI	PXF
PEX19	PXMP1	PXF
PEX26	FLJ20695	
PF4	SCYB4	
PF4	CXCL4	
PF4V1	SCYB4V1	
PF4V1	CXCL4V1	
PF4V1	CXCL4L1	
PFAS	PURL	
PFAS	FGARAT	
PFAS	KIAA0361	
PFDN1	PFD1	
PFDN2		
PFDN4	PFD4	
PFDN4	C-1	
PFDN4	C1	
PFDN5	PFD5	
PFDN5	MM-1	
PFDN6	KE-2	HKE2
PFDN6	H2-KE2	HKE2
PFDN6	PFD6	HKE2
PFKFB1		PFRX
PFKFB2		
PFKFB3		
PFKFB4		
PFKL		
PFKM	PFK-1	PFKX
PFKM	PPP1R122	PFKX
PFKP	PFK-C	
PFKP	PFKF	
PFN1		
PFN1P1		
PFN1P2	COAS3	C1orf152
PFN1P3		
PFN1P4		PFN1P5
PFN1P6		PFN1P7
PFN1P8		
PFN1P9		
PFN1P10		
PFN1P11		
PFN1P12		
PFN2		
PFN3		
PFN4		
PGA3		
PGA4		
PGA5		
PGAM1	PGAM-B	PGAMA
PGAM1P1		
PGAM1P2		
PGAM1P3		
PGAM1P4		
PGAM1P5		
PGAM1P6		
PGAM1P7		
PGAM1P8		
PGAM1P9		
PGAM1P10		
PGAM1P11		
PGAM1P12		
PGAM1P13		
PGAM2	PGAM-M	
PGAM3P	dJ1128N12.1	
PGAM4	dJ1000K24.1	
PGAM4	PGAM3	
PGAM4	PGAM-B	
PGAM4	PGAM1	
PGAM4P1		
PGAM4P2		
PGAM5	MGC5352	
PGAM5	BXLBv68	
PGAM5P1		
PGAP1	FLJ12377	
PGAP1	Bst1	
PGAP1	SPG67	
PGAP2	FRAG1	MRT21
PGAP2	CWH43-N	MRT21
PGAP3	MGC9753	PERLD1
PGAP3	CAB2	PERLD1
PGAP3	PP1498	PERLD1
PGAP3	PER1	PERLD1
PGBD1	HUCEP-4	
PGBD1	dJ874C20.4	
PGBD1	SCAND4	
PGBD2		
PGBD3	FLJ90201	
PGBD3P1		
PGBD3P2		
PGBD3P3		
PGBD3P4		
PGBD4	FLJ32638	
PGBD4	FLJ37497	
PGBD4P1		
PGBD4P2		
PGBD4P3		
PGBD4P4		
PGBD4P5		
PGBD4P6		
PGBD4P7		
PGBD4P8		
PGBD5	DKFZp761A0620	
PGBD5	FLJ11413	
PGC		
PGCP1		
PGD		
PGDP1		PGDL1
PGDP2		
PGF	PLGF	PGFL
PGF	PlGF-2	PGFL
PGF	PlGF	PGFL
PGF	SHGC-10760	PGFL
PGF	D12S1900	PGFL
PGGT1B	GGTI	
PGGT1B	BGGI	
PGGT1BP1		
PGGT1BP2		
PGK1		
PGK1P1		
PGK1P2		
PGK2	PGKPS	
PGK2	PGK-2	
PGLS	6PGL	
PGLYRP1	TAG7	TNFSF3L
PGLYRP1	TAG7	PGLYRP
PGLYRP1	PGRP	TNFSF3L
PGLYRP1	PGRP	PGLYRP
PGLYRP1	PGRP-S	TNFSF3L
PGLYRP1	PGRP-S	PGLYRP
PGLYRP1	PGRPS	TNFSF3L
PGLYRP1	PGRPS	PGLYRP
PGLYRP2	PGRP-L	
PGLYRP2	PGLYRPL	
PGLYRP2	TAGL-like	
PGLYRP2	tagL	
PGLYRP2	tagL-alpha	
PGLYRP2	tagl-beta	
PGLYRP2	PGRPL	
PGLYRP3	PGRPIA	
PGLYRP3	PGLYRPIalpha	
PGLYRP3	PGRP-Ialpha	
PGLYRP4	SBBI67	
PGLYRP4	PGRPIB	
PGLYRP4	PGLYRPIbeta	
PGLYRP4	PGRP-Ibeta	
PGM1		
PGM2	FLJ10983	
PGM2L1	FLJ32029	
PGM2L1	BM32A	
PGM3	AGM1	
PGM3	DKFZP434B187	
PGM3	PAGM	
PGM5	PGMRP	
PGM5-AS1	FAM233A	
PGM5P1		
PGM5P2		
PGM5P3		
PGM5P3-AS1	FAM233B	
PGM5P4		
PGM5P4-AS1	FAM233C	
PGP		
PGPEP1	PGP-I	
PGPEP1	Pcp	
PGPEP1	PGP	
PGPEP1	PGPI	
PGPEP1L		
PGR	PR	
PGR	NR3C3	
PGRMC1	HPR6.6	
PGRMC2	PMBP	
PGRMC2	DG6	
PGS1	DKFZP762M186	
PHACTR1	KIAA1733	RPEL1
PHACTR1	dJ257A7.2	RPEL1
PHACTR2	KIAA0680	C6orf56
PHACTR2P1		
PHACTR3	PPP1R123	C20orf101
PHACTR4	FLJ13171	
PHACTR4	PPP1R124	
PHAX	FLJ13193	RNUXA
PHB	PHB1	
PHB2	REA	
PHB2	BCAP37	
PHB2	Bap37	
PHB2	p22	
PHB2P1		
PHBP1		
PHBP2		
PHBP3		
PHBP4		
PHBP5		
PHBP6		
PHBP7		
PHBP8		
PHBP9		
PHBP10		
PHBP11		
PHBP12		
PHBP13		
PHBP14		
PHBP15		
PHBP16		
PHBP17		
PHBP18		
PHBP19		
PHBP20		
PHBP21		
PHC1	HPH1	EDR1
PHC1	RAE28	EDR1
PHC1P1		PHC1B
PHC2	HPH2	EDR2
PHC3	EDR3	
PHC3	FLJ12967	
PHC3	FLJ12729	
PHC3	HPH3	
PHEX	PEX	HYP
PHEX	PEX	HPDR
PHEX	HPDR1	HYP
PHEX	HPDR1	HPDR
PHEX	HYP1	HYP
PHEX	HYP1	HPDR
PHEX	XLH	HYP
PHEX	XLH	HPDR
PHEX-AS1		
PHF1	MTF2L2	
PHF1	TDRD19C	
PHF2	KIAA0662	
PHF2	JHDM1E	
PHF2	CENP-35	
PHF2P1	DKFZp686A1627	
PHF2P2		
PHF3		
PHF5A	MGC1346	
PHF5A	SF3b14b	
PHF5A	INI	
PHF5A	bK223H9.2	
PHF5A	Rds3	
PHF5A	SAP14b	
PHF5A	SF3B7	
PHF5CP		PHF5AP1
PHF5DP		
PHF5EP		
PHF5FP		
PHF5GP		
PHF5HP		
PHF6	KIAA1823	BFLS
PHF6	KIAA1823	BORJ
PHF6	MGC14797	BFLS
PHF6	MGC14797	BORJ
PHF6	CENP-31	BFLS
PHF6	CENP-31	BORJ
PHF7	NYD-SP6	
PHF7	HSPC226	
PHF8	ZNF422	
PHF8	KIAA1111	
PHF8	JHDM1F	
PHF10	FLJ10975	
PHF10	XAP135	
PHF10	BAF45a	
PHF10P1	XAP135P	
PHF11	NY-REN-34	
PHF11	BCAP	
PHF11	IGER	
PHF12	PF1	
PHF12	KIAA1523	
PHF13	MGC43399	
PHF14	KIAA0783	
PHF19	DKFZP727G051	
PHF19	PCL3	
PHF19	MTF2L1	
PHF19	TDRD19B	
PHF20	dJ1121G12.1	C20orf104
PHF20	TDRD20A	C20orf104
PHF20L1	CGI-72	
PHF20L1	FLJ13649	
PHF20L1	MGC64923	
PHF20L1	FLJ21615	
PHF20L1	TDRD20B	
PHF21A	BHC80	
PHF21A	KIAA1696	
PHF21A	BM-006	
PHF21B	BHC80L	PHF4
PHF21B	FLJ34161	PHF4
PHF23	MGC2941	
PHF23	FLJ16355	
PHGDH	SERA	
PHGDH	PGDH	
PHGDH	PDG	
PHGR1		
PHIP	ndrp	WDR11
PHIP	FLJ20705	WDR11
PHIP	DCAF14	WDR11
PHIP	BRWD2	WDR11
PHKA1		PHKA
PHKA1-AS1		
PHKA1P1		
PHKA2		PHK
PHKA2		PYK
PHKA2-AS1		
PHKB		
PHKBP1		
PHKBP2		
PHKG1		PHKG
PHKG1P1		
PHKG1P2		
PHKG1P3	PHKg1ps2	PHKGL
PHKG1P4		
PHKG2		
PHLDA1	TDAG51	
PHLDA1	DT1P1B11	
PHLDA1	PHRIP	
PHLDA2	IPL	TSSC3
PHLDA2	BWR1C	TSSC3
PHLDA2	HLDA2	TSSC3
PHLDA3	TIH1	
PHLDB1	FLJ00141	
PHLDB1	LL5a	
PHLDB1	KIAA0638	
PHLDB2	LL5beta	
PHLDB2	FLJ21791	
PHLDB2	LL5b	
PHLDB3	FLJ40193	
PHLPP1	KIAA0606	PLEKHE1
PHLPP1	KIAA0606	PHLPP
PHLPP1	SCOP	PLEKHE1
PHLPP1	SCOP	PHLPP
PHLPP1	PPM3A	PLEKHE1
PHLPP1	PPM3A	PHLPP
PHLPP2	KIAA0931	PHLPPL
PHLPP2	PPM3B	PHLPPL
PHOSPHO1		
PHOSPHO2	MGC22679	
PHOX2A	PMX2A	ARIX
PHOX2A	PMX2A	FEOM2
PHOX2A	CFEOM2	ARIX
PHOX2A	CFEOM2	FEOM2
PHOX2B	Phox2b	PMX2B
PHOX2B	NBPhox	PMX2B
PHPT1	PHP14	
PHPT1	HSPC141	
PHPT1	CGI-202	
PHPT1	DKFZp564M173	
PHPT1	bA216L13.10	
PHRF1	KIAA1542	RNF221
PHRF1	PPP1R125	RNF221
PHTF1		PHTF
PHTF2	DKFZp434D166	
PHYH	PAHX	
PHYH	RD	
PHYH	PHYH1	
PHYHD1	MGC16638	
PHYHIP	KIAA0273	DYRK1AP3
PHYHIP	PAHX-AP	DYRK1AP3
PHYHIPL	KIAA1796	
PHYHIPL	Em:AC025038.1	
PHYKPL	MGC15875	AGXT2L2
PI3	ESI	
PI3	SKALP	
PI3	ELAFIN	
PI3	WAP3	
PI3	WFDC14	
PI3	cementoin	
PI4K2A	PI4KII	
PI4K2A	DKFZP761G1923	
PI4K2A	PIK42A	
PI4K2B	PI4KIIB	
PI4K2B	FLJ11105	
PI4K2B	PIK42B	
PI4KA	PI4K-ALPHA	PIK4CA
PI4KA	pi4K230	PIK4CA
PI4KAP1		
PI4KAP2		
PI4KB	PI4K-BETA	PIK4CB
PI4KB	pi4K92	PIK4CB
PI15	P25TI	
PI16	MGC45378	
PI16	dJ90K10.5	
PI16	MSMBBP	
PI16	CD364	
PIANP	DKFZp547D2210	C12orf53
PIANP	PANP	C12orf53
PIAS1	GBP	DDXBP1
PIAS1	GU/RH-II	DDXBP1
PIAS1	ZMIZ3	DDXBP1
PIAS2	PIASX-BETA	
PIAS2	miz	
PIAS2	PIASX-ALPHA	
PIAS2	ZMIZ4	
PIAS3	FLJ14651	
PIAS3	ZMIZ5	
PIAS4	Piasg	
PIAS4	PIASY	
PIAS4	FLJ12419	
PIAS4	ZMIZ6	
PIBF1	CEP90	C13orf24
PICALM	CALM	
PICALM	CLTH	
PICK1	dJ1039K5	PRKCABP
PICK1	MGC15204	PRKCABP
PID1	NYGGF4	
PID1	FLJ20701	
PIDD1	MGC16925	LRDD
PIDD1	MGC16925	PIDD
PIDD1	DKFZp434D229	LRDD
PIDD1	DKFZp434D229	PIDD
PIEZO1	KIAA0233	FAM38A
PIEZO1P1	bA164D18.1	C20orf83
PIEZO1P1	bA164D18.1	FAM38CP
PIEZO1P2		
PIEZO2	FLJ23403	FAM38B2
PIEZO2	FLJ23403	C18orf30
PIEZO2	FLJ23403	C18orf58
PIEZO2	FLJ23403	FAM38B
PIEZO2	FLJ23144	FAM38B2
PIEZO2	FLJ23144	C18orf30
PIEZO2	FLJ23144	C18orf58
PIEZO2	FLJ23144	FAM38B
PIEZO2	HsT748	FAM38B2
PIEZO2	HsT748	C18orf30
PIEZO2	HsT748	C18orf58
PIEZO2	HsT748	FAM38B
PIEZO2	HsT771	FAM38B2
PIEZO2	HsT771	C18orf30
PIEZO2	HsT771	C18orf58
PIEZO2	HsT771	FAM38B
PIEZO2	FLJ34907	FAM38B2
PIEZO2	FLJ34907	C18orf30
PIEZO2	FLJ34907	C18orf58
PIEZO2	FLJ34907	FAM38B
PIF1	FLJ22692	C15orf20
PIFO	FLJ23853	C1orf88
PIFO	pitchfork	C1orf88
PIGA	GPI3	
PIGAP1		
PIGB		
PIGBOS1		
PIGC		
PIGCP1		
PIGCP2		
PIGF		
PIGFP1		
PIGFP2		
PIGFP3		
PIGG	FLJ20265	
PIGG	GPI7	
PIGG	LAS21	
PIGH	GPI-H	
PIGHP1		
PIGK	hGPI8	
PIGK	GPI8	
PIGL		
PIGM	GPI-MT-I	
PIGN	MDC4	
PIGN	PIG-N	
PIGO	DKFZp434M222	
PIGO	FLJ00135	
PIGP	DCRC	DSCR5
PIGP	DSRC	DSCR5
PIGPP1		
PIGPP2		
PIGPP3		
PIGPP4		
PIGQ	hGPI1	
PIGQ	GPI1	
PIGQP1		
PIGR		
PIGS		
PIGT		
PIGU	bA346K17.2	CDC91L1
PIGU	GAB1	CDC91L1
PIGUP1		
PIGV	FLJ20477	
PIGW	Gwt1	
PIGW	FLJ37433	
PIGX	FLJ20522	
PIGY	MGC14156	
PIGZ	FLJ12768	
PIGZ	MGC52163	
PIGZ	SMP3	
PIH1D1	FLJ20643	NOP17
PIH1D2		
PIH1D3	MGC35261	CXorf41
PIH1D3	NYSAR97	CXorf41
PIK3AP1	BCAP	
PIK3AP1	FLJ35564	
PIK3C2A	PI3K-C2alpha	
PIK3C2B	C2-PI3K	
PIK3C2B	PI3K-C2beta	
PIK3C2G		
PIK3C3	Vps34	
PIK3CA	PI3K	
PIK3CB		PIK3C1
PIK3CD	p110D	
PIK3CD-AS1		C1orf200
PIK3CD-AS2		
PIK3CG		
PIK3IP1	HGFL	
PIK3IP1	MGC17330	
PIK3IP1-AS1		
PIK3R1	GRB1	
PIK3R1	p85-ALPHA	
PIK3R1	p85	
PIK3R2	P85B	
PIK3R2	p85	
PIK3R3	p55	
PIK3R4	VPS15	
PIK3R4	p150	
PIK3R5	P101-PI3K	
PIK3R5	p101	
PIK3R6	FLJ34500	C17orf38
PIK3R6	HsT41028	C17orf38
PIK3R6	p87PIKAP	C17orf38
PIKFYVE	MGC40423	PIP5K3
PIKFYVE	KIAA0981	PIP5K3
PIKFYVE	PIKfyve	PIP5K3
PIKFYVE	PIP5K	PIP5K3
PIKFYVE	p235	PIP5K3
PIKFYVE	ZFYVE29	PIP5K3
PIKFYVE	FAB1	PIP5K3
PILRA	FDF03	
PILRB	FDFACT1	
PILRB	FDFACT2	
PIM1		PIM
PIM2		
PIM3		
PIN1	dod	
PIN1P1		PIN1L
PIN4	PAR14	
PIN4	PAR17	
PIN4	EPVH	
PIN4P1		
PINK1		PARK6
PINK1-AS	FLJ00387	PINK1-AS1
PINK1-AS	PINK1AS	PINK1-AS1
PINK1-AS	naPINK1	PINK1-AS1
PINLYP		
PINX1	PinX1	
PINX1	LPTL	
PINX1	LPTS	
PINX1	FLJ20565	
PINX1	MGC8850	
PIP	GCDFP-15	
PIP	GCDFP15	
PIP	GPIP4	
PIP4K2A	PIP5KIIA	PIP5K2A
PIP4K2A	PIP5KIIalpha	PIP5K2A
PIP4K2B	PIP5KIIB	PIP5K2B
PIP4K2B	PIP5KIIbeta	PIP5K2B
PIP4K2C	FLJ22055	PIP5K2C
PIP5K1A		
PIP5K1B	STM7	
PIP5K1B	MSS4	
PIP5K1C	PIP5Kgamma	
PIP5K1C	KIAA0589	
PIP5K1C	LCCS3	
PIP5K1P1	MGC26597	
PIP5K1P2		
PIP5KL1	bA203J24.5	
PIP5KL1	MGC46424	
PIPOX	LPIPOX	
PIPSL	PIP5K1A-PSMD4	PSMD4P2
PIPSL	PIP5K1A-PSMD4	PIP5K1L1
PIPSL	PIP5K1P3	PSMD4P2
PIPSL	PIP5K1P3	PIP5K1L1
PIR		
PIRC1		
PIRC2		
PIRC3		
PIRC4		
PIRC5		
PIRC6		
PIRC7		
PIRC8		
PIRC9		
PIRC10		
PIRC11		
PIRC12		
PIRC13		
PIRC14		
PIRC15		
PIRC16		
PIRC17		
PIRC18		
PIRC19		
PIRC20		
PIRC21		
PIRC22		
PIRC23		
PIRC24		
PIRC25		
PIRC26		
PIRC27		
PIRC28		
PIRC29		
PIRC30		
PIRC31		
PIRC32		
PIRC33		
PIRC34		
PIRC35		
PIRC36		
PIRC37		
PIRC38		
PIRC39		
PIRC40		
PIRC41		
PIRC42		
PIRC43		
PIRC44		
PIRC45		
PIRC46		
PIRC47		
PIRC48		
PIRC49		
PIRC50		
PIRC51		
PIRC52		
PIRC53		
PIRC54		
PIRC55		
PIRC56		
PIRC57		
PIRC58		
PIRC59		
PIRC60		
PIRC61		
PIRC62		
PIRC63		
PIRC64		
PIRC65		
PIRC66		
PIRC67		
PIRC68		
PIRC69		
PIRC70		
PIRC71		
PIRC72		
PIRC73		
PIRC74		
PIRC75		
PIRC76		
PIRC77		
PIRC78		
PIRC79		
PIRC80		
PIRC81		
PIRC82		
PIRC83		
PIRC84		
PIRC85		
PIRC86		
PIRC87		
PIRC88		
PIRC89		
PIRC90		
PIRC91		
PIRC92		
PIRC93		
PIRC94		
PIRC95		
PIRC96		
PIRC97		
PIRC98		
PIRC99		
PIRC100		
PIRC101		
PIRC102		
PIRC103		
PIRC104		
PIRC105		
PIRC106		
PIRC107		
PIRC108		
PIRC109		
PIRC110		
PIRC111		
PIRC112		
PIRC113		
PIRC114		
PIRT		
PISD	dJ858B16.2	
PISD	PSDC	
PISRT1	NCRNA00195	
PITHD1	HT014	C1orf128
PITHD1	TXNL1CL	C1orf128
PITPNA	VIB1A	PITPN
PITPNA-AS1		
PITPNB	VIB1B	
PITPNC1	RDGBB1	
PITPNC1	RDGBB	
PITPNC1	RDGB-BETA	
PITPNM1	DRES9	PITPNM
PITPNM1	NIR2	PITPNM
PITPNM1	RDGB1	PITPNM
PITPNM1	RDGBA1	PITPNM
PITPNM1	Rd9	PITPNM
PITPNM1	RDGB	PITPNM
PITPNM2	RDGBA2	
PITPNM2	RDGB2	
PITPNM2	NIR3	
PITPNM3	NIR1	CORD5
PITPNM3	RDGBA3	CORD5
PITPNM3	ACKR6	CORD5
PITRM1	MP1	
PITRM1	KIAA1104	
PITRM1	hMP1	
PITRM1	PreP	
PITRM1-AS1		
PITX1	PTX1	BFT
PITX1	POTX	BFT
PITX2	IGDS	IRID2
PITX2	IGDS	IHG2
PITX2	IGDS	RIEG
PITX2	IGDS	RIEG1
PITX2	IGDS	RGS
PITX2	RS	IRID2
PITX2	RS	IHG2
PITX2	RS	RIEG
PITX2	RS	RIEG1
PITX2	RS	RGS
PITX2	Brx1	IRID2
PITX2	Brx1	IHG2
PITX2	Brx1	RIEG
PITX2	Brx1	RIEG1
PITX2	Brx1	RGS
PITX2	Otlx2	IRID2
PITX2	Otlx2	IHG2
PITX2	Otlx2	RIEG
PITX2	Otlx2	RIEG1
PITX2	Otlx2	RGS
PITX2	ARP1	IRID2
PITX2	ARP1	IHG2
PITX2	ARP1	RIEG
PITX2	ARP1	RIEG1
PITX2	ARP1	RGS
PITX3		ASMD
PIWIL1	PIWI	
PIWIL1	HIWI	
PIWIL1	CT80.1	
PIWIL2	HILI	
PIWIL2	FLJ10351	
PIWIL2	Mili	
PIWIL2	CT80	
PIWIL3	HIWI3	
PIWIL4	FLJ36156	
PIWIL4	HIWI2	
PIWIL4	Miwi2	
PJA1	FLJ11830	
PJA1	RNF70	
PJA2	KIAA0438	RNF131
PJA2	Neurodap1	RNF131
PKD1	PBP	
PKD1	Pc-1	
PKD1	TRPP1	
PKD1L1	PRO19563	
PKD1L2	KIAA1879	
PKD1L3		
PKD1P1		
PKD1P2		
PKD1P3		
PKD1P4		
PKD1P5		
PKD1P6		
PKD2	PKD4	
PKD2	PC2	
PKD2	Pc-2	
PKD2	TRPP2	
PKD2L1	PCL	PKD2L
PKD2L1	PCL	PKDL
PKD2L1	TRPP3	PKD2L
PKD2L1	TRPP3	PKDL
PKD2L2	TRPP5	
PKDCC	SgK493	
PKDCC	Vlk	
PKDREJ		
PKHD1	ARPKD	TIGM1
PKHD1	FCYT	TIGM1
PKHD1L1		
PKIA		PRKACN1
PKIB		PRKACN2
PKIG		
PKLR		
PKM	THBP1	PKM2
PKM	OIP3	PKM2
PKM	PK3	PKM2
PKMP1		
PKMP2		
PKMP3		
PKMP4		
PKMP5		
PKMYT1	MYT1	
PKMYT1	PPP1R126	
PKN1	DBK	PRKCL1
PKN1	PRK1	PRKCL1
PKN1	PKN	PRKCL1
PKN1	MGC46204	PRKCL1
PKN1	PAK1	PRKCL1
PKN2	PRK2	PRKCL2
PKN2	Pak-2	PRKCL2
PKN2	STK7	PRKCL2
PKN2-AS1		
PKN3	PKNbeta	
PKN3	UTDP4-1	
PKNOX1	PREP1	
PKNOX2		
PKNOX2-AS1		
PKP1	B6P	
PKP2		
PKP2P1		
PKP3		
PKP4	p0071	
PKP4P1		
PLA1A	ps-PLA1	
PLA2G1B		PLA2
PLA2G1B		PPLA2
PLA2G1B		PLA2A
PLA2G2A		PLA2B
PLA2G2A		PLA2L
PLA2G2C		
PLA2G2D	sPLA2S	
PLA2G2E		
PLA2G2F		
PLA2G3	GIII-SPLA2	
PLA2G4A	cPLA2-alpha	PLA2G4
PLA2G4B	cPLA2-beta	
PLA2G4B	HsT16992	
PLA2G4C	cPLA2-gamma	
PLA2G4D	cPLA2delta	
PLA2G4E	FLJ45651	
PLA2G4E-AS1		
PLA2G4F	PLA2G4F/Z	
PLA2G5		
PLA2G6	iPLA2	
PLA2G6	PNPLA9	
PLA2G6	PARK14	
PLA2G6	iPLA2beta	
PLA2G6	NBIA2	
PLA2G7	PAFAH	
PLA2G7	LDL-PLA2	
PLA2G10	GXPLA2	
PLA2G12A		PLA2G12
PLA2G12AP1		
PLA2G12AP2		
PLA2G12B		PLA2G13
PLA2G15	LLPL	LYPLA3
PLA2G15	GXVPLA2	LYPLA3
PLA2G16	HREV107	HRASLS3
PLA2G16	H-REV107-1	HRASLS3
PLA2G16	HREV107-3	HRASLS3
PLA2G16	MGC118754.	HRASLS3
PLA2G16	AdPLA	HRASLS3
PLA2R1	PLA2G1R	
PLA2R1	PLA2IR	
PLA2R1	PLA2-R	
PLA2R1	CLEC13C	
PLAA	PLAP	
PLAA	PLA2P	
PLAA	FLJ11281	
PLAA	FLJ12699	
PLAA	DOA1	
PLAC1	CT92	
PLAC1	OOSP2L	
PLAC4	MGC126664	C21orf115
PLAC4	MGC126666	C21orf115
PLAC4	PRED78	C21orf115
PLAC8	onzin	
PLAC8	C15	
PLAC8L1		
PLAC9		
PLAG1	ZNF912	
PLAGL1	ZAC	
PLAGL1	LOT1	
PLAGL2	ZNF900	
PLAT		
PLAU	URK	
PLAU	UPA	
PLAUR	URKR	
PLAUR	UPAR	
PLAUR	CD87	
PLB1	PLB	
PLB1	FLJ30866	
PLBD1	FLJ22662	
PLBD1-AS1		
PLBD2	p76	
PLCB1	KIAA0581	
PLCB1	PLC-I	
PLCB1	PLC154	
PLCB1-IT1		
PLCB2	FLJ38135	
PLCB2-AS1		
PLCB3		
PLCB4		
PLCD1		
PLCD3		
PLCD4		
PLCE1	KIAA1516	
PLCE1	PLCE	
PLCE1	NPHS3	
PLCE1-AS1		
PLCE1-AS2		
PLCG1	PLC148	PLC1
PLCG1	PLC-II	PLC1
PLCG1	PLCgamma1	PLC1
PLCG1	NCKAP3	PLC1
PLCG1-AS1	TOP1-AS1	
PLCG2		
PLCH1	KIAA1069	PLCL3
PLCH1	MGC117152	PLCL3
PLCH1	DKFZp434C1372	PLCL3
PLCH1	PLCeta1	PLCL3
PLCH1-AS1		
PLCH1-AS2		
PLCH2	KIAA0450	PLCL4
PLCH2	PLCeta2	PLCL4
PLCH2	RP3-395M20.1	PLCL4
